Original_file	Chromosome	SNP_pos	GWAS p-value	FDR_rejected	FDR_adjusted_p-value	Gene_start	Gene_end	Gene_orientation	Distance Gene	SNP relative position	target AGI	target element type	short symbol	long symbol	short description	long description
rh.maf0.05_emmax.pvals_pid_67_ABA2_Mean_LR.no.pvals	5	21621187	4.63506623764e-07	1.000000	0.046336	21617813	21619267	-	-1920	upstream	AT5G53290.1	mRNA	CRF3	cytokinin response factor 3	cytokinin response factor 3	cytokinin response factor 3 (CRF3); CONTAINS InterPro DOMAIN/s: DNA-binding, integrase-type (InterPro:IPR016177), Pathogenesis-related transcriptional factor/ERF, DNA-binding (InterPro:IPR001471); BEST Arabidopsis thaliana protein match is: cytokinin response factor 4 (TAIR:AT4G27950.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_67_ABA2_Mean_LR.no.pvals	5	21621187	4.63506623764e-07	1.000000	0.046336	21619411	21619563	-	-1624	upstream	sORF7620	sorf	None	None	None	sORF7620.1;protein_coding
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	1518618	6.88674490317e-07	1.000000	0.030474	1513450	1514895	-	-3723	upstream	AT3G05320	gene	None	None	None	ID=AT3G05320;Note=protein_coding_gene;Name=AT3G05320
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	1518618	6.88674490317e-07	1.000000	0.030474	1513450	1514895	-	-3723	upstream	AT3G05320.1	mRNA	None	None	O-fucosyltransferase family protein	O-fucosyltransferase family protein; CONTAINS InterPro DOMAIN/s: GDP-fucose protein O-fucosyltransferase (InterPro:IPR019378); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	1518618	6.88674490317e-07	1.000000	0.030474	1517419	1518554	-	-64	upstream	AT3G05327	gene	None	None	None	ID=AT3G05327;Note=protein_coding_gene;Name=AT3G05327
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	1518618	6.88674490317e-07	1.000000	0.030474	1517419	1518554	-	-64	upstream	AT3G05327.1	mRNA	None	None	Cyclin family protein	Cyclin family protein; CONTAINS InterPro DOMAIN/s: Negative regulatory factor PREG (InterPro:IPR012389), Cyclin-like (InterPro:IPR011028), Cyclin-related 2 (InterPro:IPR013922); BEST Arabidopsis thaliana protein match is: cyclin p4;1 (TAIR:AT2G44740.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	1518618	6.88674490317e-07	1.000000	0.030474	1518882	1521494	-	2876	downstream	AT3G05330	gene	ATTAN	A. THALIANA TAN1	None	ID=AT3G05330;Note=protein_coding_gene;Name=AT3G05330
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	1518618	6.88674490317e-07	1.000000	0.030474	1518882	1521494	-	2876	downstream	AT3G05330.1	mRNA	ATTAN	A. THALIANA TAN1	cyclin family	TANGLED (ATN); FUNCTIONS IN: molecular_function unknown; INVOLVED IN: cytokinesis, initiation of separation, phragmoplast assembly; LOCATED IN: microtubule associated complex, preprophase band; EXPRESSED IN: cultured cell; Has 705 Blast hits to 473 proteins in 108 species: Archae - 0; Bacteria - 3; Metazoa - 504; Fungi - 31; Plants - 75; Viruses - 28; Other Eukaryotes - 64 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	1518618	6.88674490317e-07	1.000000	0.030474	1522449	1523889	-	5271	downstream	AT3G05345	gene	DJC82	DNA J protein C82	None	ID=AT3G05345;Note=protein_coding_gene;Name=AT3G05345
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	1518618	6.88674490317e-07	1.000000	0.030474	1522449	1523889	-	5271	downstream	AT3G05345.1	mRNA	DJC82	DNA J protein C82	Chaperone DnaJ-domain superfamily protein	Chaperone DnaJ-domain superfamily protein; FUNCTIONS IN: heat shock protein binding; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; CONTAINS InterPro DOMAIN/s: Molecular chaperone, heat shock protein, Hsp40, DnaJ (InterPro:IPR015609), Heat shock protein DnaJ, N-terminal (InterPro:IPR001623); BEST Arabidopsis thaliana protein match is: DNAJ heat shock N-terminal domain-containing protein (TAIR:AT5G23240.1); Has 10844 Blast hits to 10844 proteins in 2367 species: Archae - 96; Bacteria - 5912; Metazoa - 1330; Fungi - 441; Plants - 721; Viruses - 3; Other Eukaryotes - 2341 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	6127399	1.08613564689e-07	1.000000	0.010886	6123409	6126281	+	-3990	downstream	AT3G17880	gene	TDX	tetraticopeptide domain-containing thioredoxin	None	ID=AT3G17880;Note=protein_coding_gene;Name=AT3G17880
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	6127399	1.08613564689e-07	1.000000	0.010886	6123409	6126281	+	-3990	downstream	AT3G17880.1	mRNA	TDX	tetraticopeptide domain-containing thioredoxin	tetraticopeptide domain-containing thioredoxin	tetraticopeptide domain-containing thioredoxin (TDX); FUNCTIONS IN: protein binding, oxidoreductase activity, acting on sulfur group of donors, disulfide as acceptor; INVOLVED IN: cell redox homeostasis; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335), Tetratricopeptide-like helical (InterPro:IPR011990), Thioredoxin domain (InterPro:IPR013766), Thioredoxin, conserved site (InterPro:IPR017937), Thioredoxin-like (InterPro:IPR017936), Tetratricopeptide repeat-containing (InterPro:IPR013026), Thioredoxin-like fold (InterPro:IPR012336), Tetratricopeptide repeat (InterPro:IPR019734); BEST Arabidopsis thaliana protein match is: HSP70-interacting protein 1 (TAIR:AT4G22670.1); Has 25378 Blast hits to 23097 proteins in 2986 species: Archae - 386; Bacteria - 12513; Metazoa - 3855; Fungi - 1480; Plants - 2453; Viruses - 7; Other Eukaryotes - 4684 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	6127399	1.08613564689e-07	1.000000	0.010886	6123409	6126281	+	-3990	downstream	AT3G17880.2	mRNA	TDX	tetraticopeptide domain-containing thioredoxin	tetraticopeptide domain-containing thioredoxin	tetraticopeptide domain-containing thioredoxin (TDX); FUNCTIONS IN: protein binding, oxidoreductase activity, acting on sulfur group of donors, disulfide as acceptor; INVOLVED IN: cell redox homeostasis; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335), Tetratricopeptide-like helical (InterPro:IPR011990), Thioredoxin domain (InterPro:IPR013766), Thioredoxin, conserved site (InterPro:IPR017937), Tetratricopeptide repeat-containing (InterPro:IPR013026), Thioredoxin-like (InterPro:IPR017936), Thioredoxin-like fold (InterPro:IPR012336), Tetratricopeptide repeat (InterPro:IPR019734); BEST Arabidopsis thaliana protein match is: HSP70-interacting protein 1 (TAIR:AT4G22670.1); Has 25327 Blast hits to 23050 proteins in 2977 species: Archae - 386; Bacteria - 12482; Metazoa - 3860; Fungi - 1433; Plants - 2443; Viruses - 7; Other Eukaryotes - 4716 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	6127399	1.08613564689e-07	1.000000	0.010886	6127041	6127874	+	-358	in gene	AT3G17890	gene	None	None	None	ID=AT3G17890;Note=protein_coding_gene;Name=AT3G17890
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	6127399	1.08613564689e-07	1.000000	0.010886	6127041	6127874	+	-358	in gene	AT3G17890.1	mRNA	None	None		unknown protein; Has 31 Blast hits to 31 proteins in 12 species: Archae - 0; Bacteria - 4; Metazoa - 5; Fungi - 10; Plants - 12; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	6127399	1.08613564689e-07	1.000000	0.010886	6128506	6133383	+	1107	upstream	AT3G17900	gene	None	None	None	ID=AT3G17900;Note=protein_coding_gene;Name=AT3G17900
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	6127399	1.08613564689e-07	1.000000	0.010886	6128506	6133383	+	1107	upstream	AT3G17900.1	mRNA	None	None		unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 45 Blast hits to 44 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 2; Plants - 39; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	6127399	1.08613564689e-07	1.000000	0.010886	6123294	6123413	+	-4105	downstream	sORF3783	sorf	None	None	None	sORF3783.1;protein_coding
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	6128629	6.88830308433e-07	1.000000	0.030474	6123409	6126281	+	-5220	downstream	AT3G17880	gene	TDX	tetraticopeptide domain-containing thioredoxin	None	ID=AT3G17880;Note=protein_coding_gene;Name=AT3G17880
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	6128629	6.88830308433e-07	1.000000	0.030474	6123409	6126281	+	-5220	downstream	AT3G17880.1	mRNA	TDX	tetraticopeptide domain-containing thioredoxin	tetraticopeptide domain-containing thioredoxin	tetraticopeptide domain-containing thioredoxin (TDX); FUNCTIONS IN: protein binding, oxidoreductase activity, acting on sulfur group of donors, disulfide as acceptor; INVOLVED IN: cell redox homeostasis; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335), Tetratricopeptide-like helical (InterPro:IPR011990), Thioredoxin domain (InterPro:IPR013766), Thioredoxin, conserved site (InterPro:IPR017937), Thioredoxin-like (InterPro:IPR017936), Tetratricopeptide repeat-containing (InterPro:IPR013026), Thioredoxin-like fold (InterPro:IPR012336), Tetratricopeptide repeat (InterPro:IPR019734); BEST Arabidopsis thaliana protein match is: HSP70-interacting protein 1 (TAIR:AT4G22670.1); Has 25378 Blast hits to 23097 proteins in 2986 species: Archae - 386; Bacteria - 12513; Metazoa - 3855; Fungi - 1480; Plants - 2453; Viruses - 7; Other Eukaryotes - 4684 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	6128629	6.88830308433e-07	1.000000	0.030474	6123409	6126281	+	-5220	downstream	AT3G17880.2	mRNA	TDX	tetraticopeptide domain-containing thioredoxin	tetraticopeptide domain-containing thioredoxin	tetraticopeptide domain-containing thioredoxin (TDX); FUNCTIONS IN: protein binding, oxidoreductase activity, acting on sulfur group of donors, disulfide as acceptor; INVOLVED IN: cell redox homeostasis; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335), Tetratricopeptide-like helical (InterPro:IPR011990), Thioredoxin domain (InterPro:IPR013766), Thioredoxin, conserved site (InterPro:IPR017937), Tetratricopeptide repeat-containing (InterPro:IPR013026), Thioredoxin-like (InterPro:IPR017936), Thioredoxin-like fold (InterPro:IPR012336), Tetratricopeptide repeat (InterPro:IPR019734); BEST Arabidopsis thaliana protein match is: HSP70-interacting protein 1 (TAIR:AT4G22670.1); Has 25327 Blast hits to 23050 proteins in 2977 species: Archae - 386; Bacteria - 12482; Metazoa - 3860; Fungi - 1433; Plants - 2443; Viruses - 7; Other Eukaryotes - 4716 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	6128629	6.88830308433e-07	1.000000	0.030474	6127041	6127874	+	-1588	downstream	AT3G17890	gene	None	None	None	ID=AT3G17890;Note=protein_coding_gene;Name=AT3G17890
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	6128629	6.88830308433e-07	1.000000	0.030474	6127041	6127874	+	-1588	downstream	AT3G17890.1	mRNA	None	None		unknown protein; Has 31 Blast hits to 31 proteins in 12 species: Archae - 0; Bacteria - 4; Metazoa - 5; Fungi - 10; Plants - 12; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	6128629	6.88830308433e-07	1.000000	0.030474	6128506	6133383	+	-123	in gene	AT3G17900	gene	None	None	None	ID=AT3G17900;Note=protein_coding_gene;Name=AT3G17900
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	3	6128629	6.88830308433e-07	1.000000	0.030474	6128506	6133383	+	-123	in gene	AT3G17900.1	mRNA	None	None		unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 45 Blast hits to 44 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 2; Plants - 39; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	4	5502826	3.95329783884e-08	1.000000	0.007925	5500313	5506265	+	-2513	in gene	AT4G08620	gene	SULTR1;1	sulphate transporter 1;1	None	ID=AT4G08620;Note=protein_coding_gene;Name=AT4G08620
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	4	5502826	3.95329783884e-08	1.000000	0.007925	5500313	5506265	+	-2513	in gene	AT4G08620.1	mRNA	SULTR1;1	sulphate transporter 1;1	sulphate transporter 1;1	sulphate transporter 1;1 (SULTR1;1); FUNCTIONS IN: sulfate transmembrane transporter activity; INVOLVED IN: sulfate transport, selenate transport; LOCATED IN: integral to membrane, chloroplast, membrane; EXPRESSED IN: root; CONTAINS InterPro DOMAIN/s: Sulphate transporter (InterPro:IPR011547), Sulphate transporter/antisigma-factor antagonist STAS (InterPro:IPR002645), Sulphate anion transporter, conserved site (InterPro:IPR018045), Sulphate anion transporter (InterPro:IPR001902); BEST Arabidopsis thaliana protein match is: sulfate transporter 1;2 (TAIR:AT1G78000.2); Has 9700 Blast hits to 9599 proteins in 1833 species: Archae - 33; Bacteria - 5876; Metazoa - 1170; Fungi - 420; Plants - 557; Viruses - 0; Other Eukaryotes - 1644 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	5	17211166	7.60131178568e-07	1.000000	0.030474	17206151	17209545	-	-1621	upstream	AT5G42920	gene	THO5	None	None	ID=AT5G42920;Note=protein_coding_gene;Name=AT5G42920
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	5	17211166	7.60131178568e-07	1.000000	0.030474	17206151	17209535	-	-1631	upstream	AT5G42920.1	mRNA	THO5	None	THO complex,  subunit 5	THO5; CONTAINS InterPro DOMAIN/s: THO complex,  subunit 5 (InterPro:IPR019163); BEST Arabidopsis thaliana protein match is: THO complex,  subunit 5 (TAIR:AT1G45233.2); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	5	17211166	7.60131178568e-07	1.000000	0.030474	17206151	17209545	-	-1621	upstream	AT5G42920.2	mRNA	THO5	None	THO complex,  subunit 5	THO5; CONTAINS InterPro DOMAIN/s: THO complex,  subunit 5 (InterPro:IPR019163); BEST Arabidopsis thaliana protein match is: THO complex,  subunit 5 (TAIR:AT1G45233.2); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	5	17211166	7.60131178568e-07	1.000000	0.030474	17210546	17214220	-	3054	in gene	AT5G42930	gene	None	None	None	ID=AT5G42930;Note=protein_coding_gene;Name=AT5G42930
rh.maf0.05_emmax.pvals_pid_19_CK_Mean_LRR.pvals	5	17211166	7.60131178568e-07	1.000000	0.030474	17210546	17214220	-	3054	in gene	AT5G42930.1	mRNA	None	None	alpha/beta-Hydrolases superfamily protein	alpha/beta-Hydrolases superfamily protein; FUNCTIONS IN: triglyceride lipase activity; INVOLVED IN: lipid metabolic process; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Lipase, class 3 (InterPro:IPR002921); BEST Arabidopsis thaliana protein match is: alpha/beta-Hydrolases superfamily protein (TAIR:AT1G56630.1); Has 1515 Blast hits to 1509 proteins in 328 species: Archae - 0; Bacteria - 466; Metazoa - 48; Fungi - 299; Plants - 385; Viruses - 5; Other Eukaryotes - 312 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_74_ABA2_Mean_LRD_R_adj.pvals	1	3474640	8.12910657481e-07	1.000000	0.031528	3469580	3471488	+	-5060	downstream	AT1G10522	gene	PRIN2	PLASTID REDOX INSENSITIVE 2	None	ID=AT1G10522;Note=protein_coding_gene;Name=AT1G10522
rh.maf0.05_emmax.pvals_pid_74_ABA2_Mean_LRD_R_adj.pvals	1	3474640	8.12910657481e-07	1.000000	0.031528	3469636	3471488	+	-5004	downstream	AT1G10522.1	mRNA	PRIN2	PLASTID REDOX INSENSITIVE 2		unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 24 Blast hits to 24 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 24; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_74_ABA2_Mean_LRD_R_adj.pvals	1	3474640	8.12910657481e-07	1.000000	0.031528	3469580	3471483	+	-5060	downstream	AT1G10522.2	mRNA	PRIN2	PLASTID REDOX INSENSITIVE 2		unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 24 Blast hits to 24 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 24; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_74_ABA2_Mean_LRD_R_adj.pvals	1	3474640	8.12910657481e-07	1.000000	0.031528	3474515	3474765	+	-125	in gene	AT1G10538	pseudogene	None	None	None	ID=AT1G10538;Note=pseudogene;Name=AT1G10538
rh.maf0.05_emmax.pvals_pid_74_ABA2_Mean_LRD_R_adj.pvals	1	3474640	8.12910657481e-07	1.000000	0.031528	3474515	3474765	+	-125	in gene	AT1G10538.1	pseudogenic_transcript	None	None		None
rh.maf0.05_emmax.pvals_pid_74_ABA2_Mean_LRD_R_adj.pvals	1	3474640	8.12910657481e-07	1.000000	0.031528	3473459	3473602	+	-1181	downstream	sORF0199	sorf	None	None	None	sORF0199.1;protein_coding
rh.maf0.05_emmax.pvals_pid_74_ABA2_Mean_LRD_R_adj.pvals	1	3474640	8.12910657481e-07	1.000000	0.031528	3471456	3472672	-	-1968	upstream	AT1G10530	gene	None	None	None	ID=AT1G10530;Note=protein_coding_gene;Name=AT1G10530
rh.maf0.05_emmax.pvals_pid_74_ABA2_Mean_LRD_R_adj.pvals	1	3474640	8.12910657481e-07	1.000000	0.031528	3471456	3472672	-	-1968	upstream	AT1G10530.1	mRNA	None	None		unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G60010.1); Has 143 Blast hits to 143 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 143; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_74_ABA2_Mean_LRD_R_adj.pvals	1	3474640	8.12910657481e-07	1.000000	0.031528	3474864	3477927	-	3287	downstream	AT1G10540	gene	NAT8	nucleobase-ascorbate transporter 8	None	ID=AT1G10540;Note=protein_coding_gene;Name=AT1G10540
rh.maf0.05_emmax.pvals_pid_74_ABA2_Mean_LRD_R_adj.pvals	1	3474640	8.12910657481e-07	1.000000	0.031528	3474864	3477927	-	3287	downstream	AT1G10540.1	mRNA	NAT8	nucleobase-ascorbate transporter 8	nucleobase-ascorbate transporter 8	nucleobase-ascorbate transporter 8 (NAT8); FUNCTIONS IN: transmembrane transporter activity; INVOLVED IN: transport, transmembrane transport; LOCATED IN: membrane; EXPRESSED IN: 12 plant structures; EXPRESSED DURING: 7 growth stages; CONTAINS InterPro DOMAIN/s: Xanthine/uracil/vitamin C permease (InterPro:IPR006043); BEST Arabidopsis thaliana protein match is: nucleobase-ascorbate transporter 7 (TAIR:AT1G60030.1); Has 9247 Blast hits to 9232 proteins in 1900 species: Archae - 67; Bacteria - 7567; Metazoa - 351; Fungi - 128; Plants - 453; Viruses - 1; Other Eukaryotes - 680 (source: NCBI BLink).
rh.maf0.05_emmax.pvals_pid_74_ABA2_Mean_LRD_R_adj.pvals	1	3476243	5.57623857371e-07	1.000000	0.031528	3474515	3474765	+	-1728	downstream	AT1G10538	pseudogene	None	None	None	ID=AT1G10538;Note=pseudogene;Name=AT1G10538
